"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","protein modification process","GO:0036211","1.275136679591934e-22","21.89444326149579","2947","150","75","21017","BRCA1,PTEN,ATM,CHEK2,BARD1,TP53,ERBB2,MET,EGFR,PIK3CA,KRAS,AKT1,APC,RET,CDKN2A,CTNNB1,STK11,BRAF,CCND1,NBN,RAD50,HRAS,RB1,VHL,FLCN,FGFR2,AXIN2,KIT,FGFR3,RAD51,NF1,HNF1A,CDK4,FGFR1,MRE11,MDM2,TGFBR2,BAP1,BLM,SRC,MEN1,TSC2,PPM1D,ERBB3,NTRK1,CDKN2B,EP300,BMPR1A,ERBB4,FANCM,ALK,ATR,MTOR,FBXW7,CDKN1B,CDKN1A,SMO,CHEK1,NTRK3,CDK2,IL2,CCNE1,CDK12,MAP2K1,VEGFA,BCL2,PDGFRA,CREBBP,MAP3K1,HIF1A,NTRK2,PRKDC,GREM1,EGF,TGFB1"
"GO:BP","DNA damage checkpoint signaling","GO:0000077","1.3326883805762214e-22","21.87527138878378","130","150","23","21017","BRCA1,BRCA2,ATM,CHEK2,BRIP1,BARD1,TP53,MSH2,CCND1,NBN,RAD51,MRE11,MDM2,BLM,FANCD2,ATR,CDKN1B,CDKN1A,CHEK1,MUC1,CDK2,ABRAXAS1,PRKDC"
"GO:BP","regulation of metabolic process","GO:0019222","2.3305514663553284e-22","21.63254130195374","7076","150","113","21017","BRCA1,BRCA2,PTEN,ATM,CHEK2,BRIP1,BARD1,TP53,CDH1,MSH6,MSH2,MLH1,PMS2,ERBB2,MET,EGFR,PIK3CA,ESR1,KRAS,AKT1,APC,RET,CDKN2A,CTNNB1,STK11,BRAF,CCND1,NBN,SMAD4,RAD50,TERT,PTCH1,EPCAM,CDC73,HRAS,RB1,VHL,MYC,FLCN,FGFR2,AXIN2,KIT,AR,FGFR3,RAD51,NF1,HNF1A,CASP8,CDK4,FGFR1,SMARCA4,TSC1,MRE11,MSH3,MDM2,TGFBR2,BAP1,BLM,SRC,ARID1A,FH,MEN1,TSC2,PPM1D,ERBB3,DICER1,NTRK1,CDKN2B,EP300,ERCC2,BMPR1A,ERBB4,GATA3,FANCM,ALK,ATR,PGR,PBRM1,JUN,STAT3,MTOR,FBXW7,CDKN1B,CDKN1A,SMO,CHEK1,PIK3R1,NTRK3,MUC1,CDK2,IL2,CCNE1,CDK12,NOTCH1,WT1,MAP2K1,VEGFA,BCL2,PDGFRA,HNF1B,CREBBP,KMT2D,TP63,HIF1A,NTRK2,ABRAXAS1,FOXA1,SHC1,PRKDC,GREM1,EGF,TGFB1,ITGB1"
"GO:BP","tube morphogenesis","GO:0035239","2.571038521817212e-22","21.589891416283116","872","150","44","21017","BRCA1,ERBB2,MET,EGFR,PIK3CA,ESR1,KRAS,AKT1,RET,CTNNB1,SMAD4,TERT,PTCH1,MYC,FGFR2,AR,NF1,CASP8,FGFR1,TSC1,TGFBR2,SRC,TSC2,BMPR1A,GATA3,PGR,STAT3,FBXW7,SMO,NOTCH1,WT1,VEGFA,BCL2,PDGFRA,HNF1B,TP63,HIF1A,NTRK2,FOXA1,SHC1,GREM1,EGF,TGFB1,ITGB1"
"GO:BP","double-strand break repair","GO:0006302","3.7776305821429465e-22","21.422780514381675","312","150","30","21017","BRCA1,BRCA2,ATM,PALB2,CHEK2,BRIP1,TP53,MSH2,MLH1,RAD51D,RAD51C,NBN,RAD50,RAD51,SMARCA4,MRE11,BLM,ARID1A,RAD54L,FANCD2,FANCM,XRCC3,ATR,PBRM1,CHEK1,RAD51B,RECQL4,XRCC2,ABRAXAS1,PRKDC"
"GO:BP","positive regulation of multicellular organismal process","GO:0051240","5.104236204812264e-22","21.292069236310216","1644","150","57","21017","BRCA1,MSH2,MLH1,PMS2,EGFR,PIK3CA,KRAS,AKT1,APC,RET,CTNNB1,STK11,BRAF,CCND1,SMAD4,TERT,HRAS,RB1,MYC,FGFR2,AXIN2,KIT,CASP8,FGFR1,SMARCA4,TGFBR2,SRC,ARID1A,FH,ERBB3,DICER1,NTRK1,BMPR1A,ERBB4,GATA3,PBRM1,STAT3,MTOR,CDKN1A,SMO,PIK3R1,IL2,NOTCH1,WT1,MAP2K1,VEGFA,BCL2,CYP19A1,XRCC2,TP63,HIF1A,NTRK2,PRKDC,GREM1,EGF,TGFB1,ITGB1"
"GO:BP","negative regulation of nucleobase-containing compound metabolic process","GO:0045934","5.160561112762715e-22","21.28730307454956","1579","150","56","21017","BRCA1,ATM,BARD1,TP53,MSH6,MSH2,MLH1,ESR1,CDKN2A,CTNNB1,CCND1,NBN,SMAD4,RAD50,PTCH1,CDC73,RB1,VHL,MYC,FLCN,FGFR2,AXIN2,AR,HNF1A,FGFR1,SMARCA4,MSH3,MDM2,BAP1,BLM,SRC,MEN1,DICER1,EP300,GATA3,ATR,JUN,STAT3,CDKN1B,CDKN1A,SMO,CHEK1,MUC1,CDK2,CCNE1,NOTCH1,WT1,VEGFA,HNF1B,CREBBP,TP63,HIF1A,FOXA1,SHC1,GREM1,TGFB1"
"GO:BP","tissue morphogenesis","GO:0048729","6.574978257955343e-22","21.18210567895465","613","150","38","21017","PTEN,MET,EGFR,ESR1,KRAS,APC,RET,CTNNB1,SMAD4,PTCH1,MYC,FGFR2,AR,HNF1A,FGFR1,TSC1,MDM2,TGFBR2,SRC,TSC2,BMPR1A,ERBB4,GATA3,PGR,MTOR,SMO,NOTCH1,WT1,VEGFA,BCL2,HNF1B,TP63,HIF1A,FOXA1,GREM1,EGF,TGFB1,ITGB1"
"GO:BP","DNA integrity checkpoint signaling","GO:0031570","6.796404800174313e-22","21.167720762050433","139","150","23","21017","BRCA1,BRCA2,ATM,CHEK2,BRIP1,BARD1,TP53,MSH2,CCND1,NBN,RAD51,MRE11,MDM2,BLM,FANCD2,ATR,CDKN1B,CDKN1A,CHEK1,MUC1,CDK2,ABRAXAS1,PRKDC"
"GO:BP","positive regulation of intracellular signal transduction","GO:1902533","7.562416977617938e-22","21.121339380122656","1108","150","48","21017","ATM,TP53,ERBB2,EGFR,PIK3CA,KRAS,AKT1,RET,CDKN2A,CTNNB1,BRAF,SMAD4,HRAS,MYC,FLCN,FGFR2,KIT,AR,FGFR3,HNF1A,CASP8,FGFR1,TGFBR2,SRC,ERBB3,NTRK1,EP300,BMPR1A,ERBB4,GATA3,XRCC3,ATR,MTOR,FBXW7,PIK3R1,NTRK3,NOTCH1,MAP2K1,VEGFA,PDGFRA,KMT2D,NTRK2,FOXA1,SHC1,GREM1,EGF,TGFB1,ITGB1"
"GO:BP","macromolecule modification","GO:0043412","9.622322833140161e-22","21.01672007641918","3129","150","76","21017","BRCA1,PTEN,ATM,CHEK2,BARD1,TP53,ERBB2,MET,EGFR,PIK3CA,KRAS,AKT1,APC,RET,CDKN2A,CTNNB1,STK11,BRAF,CCND1,NBN,RAD50,HRAS,RB1,VHL,MUTYH,FLCN,FGFR2,AXIN2,KIT,FGFR3,RAD51,NF1,HNF1A,CDK4,FGFR1,MRE11,MDM2,TGFBR2,BAP1,BLM,SRC,MEN1,TSC2,PPM1D,ERBB3,NTRK1,CDKN2B,EP300,BMPR1A,ERBB4,FANCM,ALK,ATR,MTOR,FBXW7,CDKN1B,CDKN1A,SMO,CHEK1,NTRK3,CDK2,IL2,CCNE1,CDK12,MAP2K1,VEGFA,BCL2,PDGFRA,CREBBP,MAP3K1,HIF1A,NTRK2,PRKDC,GREM1,EGF,TGFB1"
"GO:BP","anatomical structure formation involved in morphogenesis","GO:0048646","1.4232650675153975e-21","20.846714209797","1181","150","49","21017","BRCA1,ATM,PALB2,TP53,ERBB2,PIK3CA,AKT1,RET,CTNNB1,SMAD4,TERT,PTCH1,CDC73,FGFR2,AXIN2,AR,NF1,HNF1A,CASP8,FGFR1,TSC1,TGFBR2,TSC2,DICER1,EP300,ERCC2,BMPR1A,GATA3,KRT19,STAT3,FBXW7,SMO,NOTCH1,WT1,MAP2K1,VEGFA,PDGFRA,CYP19A1,XRCC2,HNF1B,TP63,HIF1A,FOXA1,SHC1,PRKDC,GREM1,EGF,TGFB1,ITGB1"
"GO:BP","regulation of cell cycle G1/S phase transition","GO:1902806","1.5004865528153713e-21","20.823767892317935","188","150","25","21017","PTEN,ATM,CHEK2,TP53,EGFR,AKT1,APC,CDKN2A,CCND1,TERT,CDC73,RB1,SMARCA4,MDM2,ARID1A,CDKN2B,PBRM1,FBXW7,CDKN1B,CDKN1A,MUC1,CDK2,BCL2,TP63,PRKDC"
"GO:BP","chromosome organization","GO:0051276","1.5646566533676541e-21","20.805580948793107","628","150","38","21017","BRCA2,ATM,CHEK2,BRIP1,TP53,MSH2,MLH1,RAD51D,APC,CTNNB1,RAD51C,NBN,RAD50,TERT,RB1,MYC,AXIN2,RAD51,SMARCA4,MRE11,MSH3,BLM,SRC,ARID1A,RAD54L,FANCD2,ERCC2,FANCM,XRCC3,ATR,PBRM1,FBXW7,CDK2,CCNE1,RECQL4,ABRAXAS1,PRKDC,BUB1B"
"GO:BP","multicellular organismal process","GO:0032501","1.9021683652264098e-21","20.720751045309928","7234","150","113","21017","BRCA1,BRCA2,PTEN,ATM,PALB2,BRIP1,BARD1,TP53,CDH1,MSH6,MSH2,MLH1,PMS2,ERBB2,MET,EGFR,PIK3CA,ESR1,KRAS,AKT1,APC,RET,CDKN2A,CTNNB1,STK11,BRAF,CCND1,NBN,SMAD4,TERT,PTCH1,EPCAM,CDC73,HRAS,RB1,MYC,FLCN,FGFR2,AXIN2,KIT,AR,FGFR3,POLE,NF1,HNF1A,CASP8,FGFR1,FANCC,SMARCA4,TSC1,MSH3,MDM2,TGFBR2,BAP1,SRC,ARID1A,FH,RAD54L,MEN1,TSC2,ERBB3,DICER1,NTRK1,CDKN2B,TUG1,FANCD2,EP300,ERCC2,BMPR1A,ERBB4,GATA3,ALK,ABCC1,PGR,KRT19,PBRM1,FANCA,CTNNA1,STAT3,MTOR,PTCH2,FBXW7,CDKN1B,CDKN1A,SMO,CHEK1,PIK3R1,NTRK3,RAD51B,SDHA,IL2,NOTCH1,WT1,MAP2K1,VEGFA,BCL2,PDGFRA,CYP19A1,XRCC2,HNF1B,CREBBP,TP63,HIF1A,NTRK2,FOXA1,KRT7,SHC1,PRKDC,GREM1,EGF,DCTN5,TGFB1,ITGB1"
"GO:BP","positive regulation of cell differentiation","GO:0045597","1.951710881659057e-21","20.70958451648479","866","150","43","21017","EGFR,KRAS,AKT1,RET,CTNNB1,STK11,BRAF,SMAD4,TERT,PTCH1,RB1,VHL,AXIN2,KIT,AR,CASP8,FGFR1,SMARCA4,MDM2,TGFBR2,ARID1A,DICER1,CDKN2B,BMPR1A,GATA3,PBRM1,STAT3,MTOR,PTCH2,SMO,IL2,NOTCH1,MAP2K1,VEGFA,BCL2,XRCC2,TP63,HIF1A,NTRK2,FOXA1,PRKDC,TGFB1,ITGB1"
"GO:BP","hemopoiesis","GO:0030097","2.1420895777805544e-21","20.669162371822388","971","150","45","21017","BRCA2,ATM,TP53,MSH2,ERBB2,CDKN2A,CTNNB1,STK11,BRAF,CDC73,RB1,MYC,FLCN,FGFR2,KIT,NF1,CASP8,SMARCA4,TSC1,TGFBR2,BAP1,SRC,ARID1A,MEN1,NTRK1,CDKN2B,FANCD2,EP300,ERCC2,GATA3,PBRM1,FANCA,STAT3,MTOR,FBXW7,PIK3R1,IL2,NOTCH1,VEGFA,BCL2,PDGFRA,HIF1A,PRKDC,TGFB1,ITGB1"
"GO:BP","phosphatidylinositol 3-kinase/protein kinase B signal transduction","GO:0043491","2.217125290812787e-21","20.654209764002722","300","150","29","21017","PTEN,ERBB2,EGFR,PIK3CA,AKT1,RET,STK11,FLCN,KIT,FGFR3,NF1,HNF1A,FGFR1,SRC,TSC2,ERBB3,NTRK1,ERBB4,GATA3,STAT3,MTOR,PIK3R1,NTRK3,VEGFA,PDGFRA,NTRK2,EGF,TGFB1,ITGB1"
"GO:BP","mitotic cell cycle checkpoint signaling","GO:0007093","2.227089408622334e-21","20.652262347450975","146","150","23","21017","BRCA1,ATM,CHEK2,BARD1,TP53,MSH2,APC,CCND1,NBN,RAD50,MRE11,MDM2,BLM,FANCD2,XRCC3,CDKN1B,CDKN1A,CHEK1,MUC1,CDK2,ABRAXAS1,PRKDC,BUB1B"
"GO:BP","DNA recombination","GO:0006310","2.8433226948174018e-21","20.546173848496128","334","150","30","21017","BRCA1,BRCA2,ATM,PALB2,BRIP1,BARD1,MSH6,MSH2,MLH1,PMS2,RAD51D,RAD51C,NBN,RAD50,RAD51,MRE11,MSH3,BLM,RAD54L,FANCD2,ERCC2,FANCM,XRCC3,CHEK1,RAD51B,IL2,RECQL4,XRCC2,PRKDC,TGFB1"
"GO:BP","negative regulation of macromolecule metabolic process","GO:0010605","3.810789272634893e-21","20.418985065990928","3197","150","76","21017","BRCA1,PTEN,ATM,BRIP1,BARD1,TP53,MSH6,MSH2,MLH1,EGFR,PIK3CA,ESR1,AKT1,APC,CDKN2A,CTNNB1,CCND1,NBN,SMAD4,RAD50,TERT,PTCH1,CDC73,HRAS,RB1,VHL,MYC,FLCN,FGFR2,AXIN2,AR,NF1,HNF1A,FGFR1,SMARCA4,TSC1,MSH3,MDM2,BAP1,BLM,SRC,MEN1,TSC2,PPM1D,DICER1,EP300,BMPR1A,GATA3,ATR,PGR,JUN,STAT3,FBXW7,CDKN1B,CDKN1A,SMO,CHEK1,NTRK3,MUC1,CDK2,IL2,CCNE1,NOTCH1,WT1,VEGFA,HNF1B,CREBBP,KMT2D,TP63,HIF1A,NTRK2,FOXA1,SHC1,PRKDC,GREM1,TGFB1"
"GO:BP","signal transduction in response to DNA damage","GO:0042770","4.36078343177798e-21","20.36043548102188","196","150","25","21017","BRCA1,BRCA2,ATM,CHEK2,BRIP1,BARD1,TP53,MSH2,CDKN2A,CCND1,NBN,RAD51,MRE11,MDM2,BLM,PPM1D,FANCD2,ATR,CDKN1B,CDKN1A,CHEK1,MUC1,CDK2,ABRAXAS1,PRKDC"
"GO:BP","reproductive structure development","GO:0048608","7.485084725979022e-21","20.125803279380126","313","150","29","21017","BRCA2,ATM,BRIP1,MSH2,ESR1,CTNNB1,STK11,SMAD4,PTCH1,FGFR2,KIT,AR,HNF1A,SRC,NTRK1,GATA3,PGR,FANCA,CTNNA1,CDKN1B,NOTCH1,WT1,VEGFA,BCL2,PDGFRA,CYP19A1,HNF1B,TP63,FOXA1"
"GO:BP","regulation of cellular component organization","GO:0051128","8.229547671026022e-21","20.084624034699758","2398","150","66","21017","BRCA1,PTEN,ATM,C11ORF65,TP53,CDH1,ERBB2,MET,EGFR,PIK3CA,AKT1,APC,RET,CDKN2A,CTNNB1,STK11,BRAF,NBN,SMAD4,RAD50,CDC73,HRAS,RB1,MYC,FLCN,AXIN2,KIT,AR,NF1,FGFR1,SMARCA4,TSC1,MRE11,MDM2,BAP1,SRC,ARID1A,TSC2,NTRK1,EP300,GATA3,ALK,XRCC3,ATR,PBRM1,MTOR,PTCH2,CDKN1B,CDKN1A,CHEK1,PIK3R1,NTRK3,CDK2,IL2,NOTCH1,WT1,MAP2K1,VEGFA,BCL2,PDGFRA,NTRK2,GREM1,EGF,TGFB1,BUB1B,ITGB1"
"GO:BP","reproductive system development","GO:0061458","1.0761644661592283e-20","19.96812135200867","317","150","29","21017","BRCA2,ATM,BRIP1,MSH2,ESR1,CTNNB1,STK11,SMAD4,PTCH1,FGFR2,KIT,AR,HNF1A,SRC,NTRK1,GATA3,PGR,FANCA,CTNNA1,CDKN1B,NOTCH1,WT1,VEGFA,BCL2,PDGFRA,CYP19A1,HNF1B,TP63,FOXA1"
"GO:BP","positive regulation of phosphorylation","GO:0042327","1.1602259388363146e-20","19.93545742936355","620","150","37","21017","TP53,ERBB2,EGFR,KRAS,AKT1,RET,STK11,BRAF,CCND1,NBN,RAD50,HRAS,FLCN,AXIN2,KIT,AR,FGFR3,HNF1A,FGFR1,MRE11,TGFBR2,SRC,NTRK1,ERBB4,MTOR,FBXW7,CDKN1B,CDKN1A,NTRK3,IL2,MAP2K1,VEGFA,BCL2,NTRK2,GREM1,EGF,TGFB1"
"GO:BP","positive regulation of molecular function","GO:0044093","1.1937756624541743e-20","19.923077279330755","959","150","44","21017","PTEN,MSH6,MSH2,ERBB2,MET,EGFR,ESR1,AKT1,STK11,CCND1,NBN,RAD50,TERT,HRAS,RB1,FGFR2,KIT,AR,FGFR3,NF1,CASP8,FGFR1,SMARCA4,TSC1,MRE11,MSH3,TGFBR2,SRC,TSC2,NTRK1,EP300,GATA3,ALK,STAT3,FBXW7,CDKN1A,NTRK3,MAP2K1,VEGFA,HIF1A,FOXA1,GREM1,EGF,ITGB1"
"GO:BP","regulation of growth","GO:0040008","1.2270994121723476e-20","19.9111202519356","621","150","37","21017","BRCA1,PTEN,TP53,CDH1,ERBB2,EGFR,PIK3CA,AKT1,CDKN2A,STK11,SMAD4,PTCH1,CDC73,RB1,FGFR2,AR,FGFR3,FGFR1,SMARCA4,BAP1,BMPR1A,ERBB4,STAT3,MTOR,PTCH2,CDKN1B,CDKN1A,SMO,IL2,NOTCH1,WT1,VEGFA,BCL2,HNF1B,HIF1A,GREM1,TGFB1"
"GO:BP","regulation of catalytic activity","GO:0050790","1.3146854832925476e-20","19.8811781325035","1015","150","45","21017","PTEN,TP53,MSH6,MSH2,ERBB2,MET,EGFR,AKT1,APC,CDKN2A,STK11,CCND1,NBN,RAD50,TERT,HRAS,RB1,FGFR2,FGFR3,NF1,CASP8,FGFR1,TSC1,MRE11,MSH3,TGFBR2,BLM,SRC,MEN1,TSC2,NTRK1,CDKN2B,STAT3,FBXW7,CDKN1B,CDKN1A,NTRK3,CDK12,NOTCH1,MAP2K1,VEGFA,HIF1A,NTRK2,EGF,ITGB1"
"GO:BP","positive regulation of phosphorus metabolic process","GO:0010562","1.3415694269197172e-20","19.872386847443828","667","150","38","21017","TP53,ERBB2,EGFR,KRAS,AKT1,RET,STK11,BRAF,CCND1,NBN,RAD50,HRAS,FLCN,AXIN2,KIT,AR,FGFR3,HNF1A,FGFR1,MRE11,TGFBR2,SRC,NTRK1,ERBB4,MTOR,FBXW7,CDKN1B,CDKN1A,NTRK3,IL2,MAP2K1,VEGFA,BCL2,HIF1A,NTRK2,GREM1,EGF,TGFB1"
"GO:BP","positive regulation of phosphate metabolic process","GO:0045937","1.3415694269197172e-20","19.872386847443828","667","150","38","21017","TP53,ERBB2,EGFR,KRAS,AKT1,RET,STK11,BRAF,CCND1,NBN,RAD50,HRAS,FLCN,AXIN2,KIT,AR,FGFR3,HNF1A,FGFR1,MRE11,TGFBR2,SRC,NTRK1,ERBB4,MTOR,FBXW7,CDKN1B,CDKN1A,NTRK3,IL2,MAP2K1,VEGFA,BCL2,HIF1A,NTRK2,GREM1,EGF,TGFB1"
"GO:BP","morphogenesis of an epithelium","GO:0002009","1.7551752397292607e-20","19.75567951632178","502","150","34","21017","PTEN,MET,EGFR,ESR1,KRAS,RET,CTNNB1,SMAD4,PTCH1,MYC,FGFR2,AR,FGFR1,TSC1,TGFBR2,SRC,TSC2,ERBB4,GATA3,PGR,MTOR,SMO,NOTCH1,WT1,VEGFA,BCL2,HNF1B,TP63,HIF1A,FOXA1,GREM1,EGF,TGFB1,ITGB1"
"GO:BP","regulation of G1/S transition of mitotic cell cycle","GO:2000045","2.6814651661016395e-20","19.571627840419392","162","150","23","21017","PTEN,ATM,CHEK2,TP53,EGFR,AKT1,APC,CDKN2A,CCND1,TERT,CDC73,RB1,SMARCA4,MDM2,ARID1A,CDKN2B,PBRM1,CDKN1B,CDKN1A,MUC1,CDK2,BCL2,PRKDC"
"GO:BP","positive regulation of protein phosphorylation","GO:0001934","3.2680824867390306e-20","19.485706990363767","595","150","36","21017","TP53,ERBB2,EGFR,KRAS,AKT1,RET,STK11,BRAF,CCND1,NBN,RAD50,HRAS,FLCN,AXIN2,KIT,FGFR3,HNF1A,FGFR1,MRE11,TGFBR2,SRC,NTRK1,ERBB4,MTOR,FBXW7,CDKN1B,CDKN1A,NTRK3,IL2,MAP2K1,VEGFA,BCL2,NTRK2,GREM1,EGF,TGFB1"
"GO:BP","positive regulation of protein metabolic process","GO:0051247","3.424981803617348e-20","19.465341731502818","1152","150","47","21017","PTEN,BARD1,TP53,ERBB2,EGFR,KRAS,AKT1,APC,RET,CDKN2A,CTNNB1,STK11,BRAF,CCND1,NBN,RAD50,HRAS,MYC,FLCN,AXIN2,KIT,FGFR3,HNF1A,CASP8,FGFR1,MRE11,MDM2,TGFBR2,SRC,NTRK1,ERBB4,FANCM,STAT3,MTOR,FBXW7,CDKN1B,CDKN1A,NTRK3,IL2,MAP2K1,VEGFA,BCL2,NTRK2,PRKDC,GREM1,EGF,TGFB1"
"GO:BP","nervous system development","GO:0007399","3.5190035005496344e-20","19.45358030114758","2541","150","67","21017","BRCA2,PTEN,ATM,TP53,CDH1,ERBB2,MET,EGFR,KRAS,AKT1,APC,RET,CTNNB1,STK11,BRAF,CCND1,NBN,SMAD4,PTCH1,HRAS,RB1,FGFR2,KIT,NF1,FGFR1,FANCC,SMARCA4,TSC1,MDM2,TGFBR2,SRC,ARID1A,TSC2,ERBB3,DICER1,NTRK1,CDKN2B,TUG1,FANCD2,EP300,ERCC2,BMPR1A,ERBB4,GATA3,ALK,PBRM1,CTNNA1,STAT3,MTOR,SMO,NTRK3,SDHA,IL2,NOTCH1,MAP2K1,VEGFA,BCL2,XRCC2,HNF1B,TP63,HIF1A,NTRK2,FOXA1,PRKDC,EGF,TGFB1,ITGB1"
"GO:BP","morphogenesis of a branching epithelium","GO:0061138","4.2894101722361304e-20","19.367602422629787","189","150","24","21017","MET,ESR1,KRAS,CTNNB1,SMAD4,PTCH1,MYC,FGFR2,AR,FGFR1,TGFBR2,SRC,PGR,SMO,NOTCH1,WT1,VEGFA,BCL2,HNF1B,TP63,FOXA1,GREM1,EGF,TGFB1"
"GO:BP","stem cell differentiation","GO:0048863","6.186122843022477e-20","19.20858146009794","245","150","26","21017","TP53,ESR1,RET,CTNNB1,SMAD4,EPCAM,FGFR2,KIT,FGFR1,TGFBR2,ERCC2,BMPR1A,ERBB4,STAT3,SMO,CDK12,NOTCH1,BCL2,PDGFRA,HNF1B,TP63,HIF1A,FOXA1,PRKDC,GREM1,ITGB1"
"GO:BP","positive regulation of protein modification process","GO:0031401","8.861820296720141e-20","19.05247706099975","751","150","39","21017","PTEN,TP53,ERBB2,EGFR,KRAS,AKT1,RET,CDKN2A,STK11,BRAF,CCND1,NBN,RAD50,HRAS,FLCN,AXIN2,KIT,FGFR3,HNF1A,FGFR1,MRE11,TGFBR2,SRC,NTRK1,ERBB4,FANCM,MTOR,FBXW7,CDKN1B,CDKN1A,NTRK3,IL2,MAP2K1,VEGFA,BCL2,NTRK2,GREM1,EGF,TGFB1"
"GO:BP","intracellular signaling cassette","GO:0141124","8.986459887528417e-20","19.046411359891085","1895","150","58","21017","PTEN,TP53,ERBB2,MET,EGFR,PIK3CA,ESR1,KRAS,AKT1,RET,CDKN2A,CTNNB1,STK11,BRAF,SMAD4,HRAS,RB1,MYC,FLCN,FGFR2,KIT,AR,FGFR3,NF1,HNF1A,CASP8,FGFR1,NRAS,TGFBR2,SRC,MEN1,TSC2,ERBB3,NTRK1,EP300,BMPR1A,ERBB4,GATA3,JUN,STAT3,MTOR,FBXW7,CDKN1A,PIK3R1,NTRK3,CDK2,NOTCH1,MAP2K1,VEGFA,PDGFRA,CREBBP,MAP3K1,NTRK2,SHC1,GREM1,EGF,TGFB1,ITGB1"
"GO:BP","positive regulation of gene expression","GO:0010628","1.2925269415727553e-19","18.888560395658054","1189","150","47","21017","BRCA1,ATM,TP53,MSH2,MLH1,PMS2,ERBB2,KRAS,AKT1,RET,CDKN2A,CTNNB1,BRAF,SMAD4,HRAS,MYC,AXIN2,KIT,AR,HNF1A,CASP8,SMARCA4,MDM2,SRC,ARID1A,MEN1,ERBB3,EP300,BMPR1A,GATA3,PGR,STAT3,MTOR,SMO,PIK3R1,NTRK3,IL2,NOTCH1,WT1,MAP2K1,VEGFA,HNF1B,HIF1A,NTRK2,PRKDC,EGF,TGFB1"
"GO:BP","developmental process involved in reproduction","GO:0003006","1.5084637463377276e-19","18.82146512297966","1022","150","44","21017","BRCA2,ATM,BRIP1,MSH6,MSH2,MLH1,PIK3CA,ESR1,AKT1,CTNNB1,RAD51C,STK11,SMAD4,PTCH1,RB1,FGFR2,KIT,AR,HNF1A,CASP8,FANCC,SRC,NTRK1,BMPR1A,GATA3,PGR,KRT19,FANCA,CTNNA1,MTOR,CDKN1B,NOTCH1,WT1,CYP17A1,VEGFA,BCL2,PDGFRA,CYP19A1,HNF1B,KMT2D,TP63,FOXA1,PRKDC,TGFB1"
"GO:BP","nucleobase-containing compound metabolic process","GO:0006139","1.8203006797372106e-19","18.73985686873739","8016","150","116","21017","BRCA1,BRCA2,PTEN,ATM,PALB2,CHEK2,BRIP1,BARD1,TP53,CDH1,MSH6,MSH2,MLH1,PMS2,ERBB2,MET,EGFR,ESR1,AKT1,RAD51D,RET,CDKN2A,CTNNB1,RAD51C,CCND1,NBN,SMAD4,RAD50,TERT,PTCH1,EPCAM,CDC73,HRAS,RB1,VHL,MUTYH,MYC,FLCN,FGFR2,AXIN2,KIT,AR,POLE,RAD51,NF1,HNF1A,CDK4,FGFR1,FANCC,POLD1,SDHB,SMARCA4,MRE11,MSH3,MDM2,BAP1,BLM,SRC,ARID1A,FH,RAD54L,MEN1,PPM1D,DICER1,NTRK1,FANCD2,EP300,SDHC,ERCC2,BMPR1A,ERBB4,GATA3,SDHD,FANCM,ALK,XRCC3,ATR,PGR,PBRM1,JUN,FANCA,STAT3,PMS1,MTOR,FBXW7,CDKN1B,CDKN1A,SMO,CHEK1,PIK3R1,RAD51B,MUC1,SDHA,CDK2,IL2,CCNE1,CDK12,NOTCH1,WT1,MAP2K1,VEGFA,RECQL4,XRCC2,HNF1B,CREBBP,KMT2D,TP63,HIF1A,ABRAXAS1,FANCE,FOXA1,SHC1,PRKDC,GREM1,EGF,TGFB1"
"GO:BP","nucleic acid metabolic process","GO:0090304","1.906637133254015e-19","18.719731953005738","7460","150","112","21017","BRCA1,BRCA2,PTEN,ATM,PALB2,CHEK2,BRIP1,BARD1,TP53,CDH1,MSH6,MSH2,MLH1,PMS2,ERBB2,MET,EGFR,ESR1,AKT1,RAD51D,RET,CDKN2A,CTNNB1,RAD51C,CCND1,NBN,SMAD4,RAD50,TERT,PTCH1,EPCAM,CDC73,HRAS,RB1,VHL,MUTYH,MYC,FLCN,FGFR2,AXIN2,KIT,AR,POLE,RAD51,NF1,HNF1A,CDK4,FGFR1,FANCC,POLD1,SMARCA4,MRE11,MSH3,MDM2,BAP1,BLM,SRC,ARID1A,FH,RAD54L,MEN1,PPM1D,DICER1,NTRK1,FANCD2,EP300,ERCC2,BMPR1A,ERBB4,GATA3,FANCM,ALK,XRCC3,ATR,PGR,PBRM1,JUN,FANCA,STAT3,PMS1,MTOR,FBXW7,CDKN1B,CDKN1A,SMO,CHEK1,PIK3R1,RAD51B,MUC1,CDK2,IL2,CCNE1,CDK12,NOTCH1,WT1,MAP2K1,VEGFA,RECQL4,XRCC2,HNF1B,CREBBP,KMT2D,TP63,HIF1A,ABRAXAS1,FANCE,FOXA1,SHC1,PRKDC,GREM1,EGF,TGFB1"
